name,satisfaction_level,last_evaluation,number_projects,average_monthly_hours,time_spent_company,work_accident,left,promotion_last_5_years,department,salary,salary_level
HOKE,0.39,0.56,6,228,5,0,0,0,technical,medium,2
GREENLEE,0.62,0.63,3,230,2,0,0,0,management,medium,2
SAUCEDA,0.79,0.54,5,212,4,0,0,0,marketing,medium,2
VUE,0.87,0.74,4,265,4,0,0,0,marketing,medium,2
LEHMANN,0.29,0.75,3,124,4,0,0,0,marketing,medium,2
ZINK,0.37,0.88,4,155,3,0,0,0,sales,medium,2
LASTER,0.68,0.55,4,215,4,0,0,0,sales,high,3
LAPOINTE,0.9,0.51,4,214,2,0,0,0,sales,low,1
MOY,0.97,0.65,3,181,3,0,0,0,sales,low,1
AMMONS,0.6,0.77,4,229,2,0,0,0,sales,low,1
LLAMAS,0.58,0.79,5,262,2,0,0,0,sales,high,3
FOLTZ,0.83,0.86,3,165,3,0,0,0,sales,low,1
FLECK,0.83,0.73,5,136,3,0,0,0,sales,low,1
CHEW,0.94,0.71,4,151,2,1,0,0,sales,low,1
AMARAL,0.69,0.9,5,226,4,0,0,0,sales,high,3
GEER,0.81,0.81,5,215,2,0,0,0,sales,low,1
SU,0.19,0.5,6,143,5,1,0,0,sales,low,1
CARDEN,0.18,0.64,3,223,4,1,0,0,sales,low,1
NUNLEY,0.58,0.63,4,271,3,0,0,0,sales,low,1
CREEL,0.76,0.65,3,220,3,0,0,0,sales,low,1
CLARKSON,0.26,0.47,6,182,4,0,0,0,sales,low,1
PROVOST,0.78,0.87,3,190,3,0,0,0,sales,low,1
PAINE,0.71,0.56,3,198,3,0,0,0,sales,medium,2
COVEY,0.76,0.61,3,141,2,0,0,0,sales,medium,2
WOFFORD,0.44,0.81,3,248,2,0,0,0,accounting,medium,2
FRAME,0.26,0.69,2,168,5,0,0,0,accounting,medium,2
DUBE,0.75,0.57,5,162,3,0,0,0,accounting,medium,2
GRICE,0.64,0.9,4,211,3,0,0,0,hr,medium,2
TULLY,0.79,0.71,4,271,3,0,0,0,hr,medium,2
WINSTEAD,0.96,0.61,3,271,2,0,0,0,hr,medium,2
MOLNAR,0.63,1,5,244,2,0,0,0,hr,medium,2
LUCIANO,0.65,0.55,5,261,3,1,0,0,technical,medium,2
BARTELS,0.76,0.81,3,225,3,0,0,0,technical,medium,2
CANADY,0.26,0.9,4,266,5,0,0,0,technical,medium,2
MOREAU,0.84,0.73,3,146,5,1,0,0,technical,high,3
BURNSIDE,0.74,0.77,3,233,3,0,0,0,technical,low,1
BRATCHER,0.53,0.45,4,180,3,0,0,0,technical,medium,2
INFANTE,0.7,0.56,5,208,3,0,0,0,technical,medium,2
PETERMAN,0.62,0.69,4,165,4,1,0,0,technical,medium,2
SWOPE,0.71,0.68,4,221,4,0,0,0,technical,medium,2
FREELAND,0.5,0.65,3,215,2,0,0,0,technical,low,1
VETTER,0.53,0.5,6,264,6,0,0,0,technical,low,1
MARQUIS,0.88,0.89,2,160,4,0,0,0,support,low,1
LANNING,0.79,0.83,2,192,3,0,0,0,support,low,1
SCHULZE,0.69,0.89,5,201,2,0,0,0,support,low,1
THAI,0.57,0.96,4,264,2,0,0,0,support,low,1
COPPOLA,0.68,0.8,4,186,3,1,0,0,support,low,1
RAYBURN,0.6,0.82,4,272,3,0,0,0,support,low,1
CONTE,0.7,0.9,4,216,3,0,0,0,support,low,1
MARTZ,0.71,0.76,4,142,2,1,0,0,support,low,1
SHOWALTER,0.49,0.51,4,133,3,0,0,0,support,low,1
QUINONEZ,0.74,0.7,4,260,2,0,0,0,support,low,1
BANDY,0.2,0.93,4,101,5,0,0,0,support,low,1
RAO,0.57,0.5,4,230,2,0,0,0,technical,low,1
BUNTING,0.83,0.48,3,242,4,0,0,0,technical,low,1
CRUSE,0.22,0.64,3,193,2,0,0,0,technical,low,1
BELT,0.67,0.57,2,234,4,0,0,0,management,low,1
HAMBLIN,0.54,0.84,3,132,3,0,0,0,IT,low,1
HIMES,0.54,0.53,4,183,3,0,0,0,IT,low,1
RANEY,0.64,0.61,4,191,4,0,0,0,IT,low,1
MERRELL,0.23,0.84,5,140,4,0,0,0,IT,low,1
SEE,0.88,0.87,5,257,3,0,0,0,IT,medium,2
GOUGH,0.83,0.54,4,219,3,0,0,0,product_mng,medium,2
MACIEL,0.88,0.67,5,141,2,0,0,0,product_mng,medium,2
WIMBERLY,0.9,0.85,5,162,2,0,0,0,product_mng,medium,2
CRADDOCK,0.49,0.61,3,181,3,0,0,0,product_mng,medium,2
MARQUARDT,0.55,0.49,3,191,3,0,0,0,IT,medium,2
WENTZ,0.92,0.69,4,149,6,1,0,0,RandD,medium,2
MEEKER,0.72,0.67,3,164,4,0,0,0,RandD,medium,2
SANDBERG,0.63,0.5,4,235,3,0,0,0,RandD,medium,2
WASSON,0.98,0.66,3,199,3,0,0,0,RandD,medium,2
MOSIER,0.76,0.52,3,248,3,0,0,0,RandD,medium,2
JOE,0.42,0.56,2,103,3,1,0,0,marketing,medium,2
HUNDLEY,0.58,0.65,4,248,4,0,0,0,marketing,high,3
SHUMAKER,0.85,0.82,3,153,3,1,0,0,sales,low,1
FORTIN,0.67,0.95,4,241,4,0,0,0,accounting,medium,2
EMBRY,0.58,1,4,258,3,0,0,0,support,medium,2
OLIVAREZ,0.84,0.76,5,172,5,1,0,0,technical,medium,2
AKIN,0.56,0.68,3,149,2,0,0,0,management,medium,2
SEIDEL,0.63,0.83,4,217,3,0,0,0,marketing,low,1
COONS,0.51,0.92,3,243,3,0,0,0,marketing,low,1
EARLE,0.95,0.81,5,120,3,0,0,0,marketing,low,1
CORRALES,0.85,0.55,3,137,3,1,0,0,sales,low,1
MATHENY,0.73,0.78,5,150,3,0,0,0,sales,low,1
KISH,0.2,0.49,5,199,5,0,0,0,sales,low,1
OUTLAW,0.78,0.79,3,203,2,0,0,0,sales,low,1
SPALDING,0.83,0.8,3,273,3,0,0,0,sales,low,1
LIEBERMAN,0.87,0.56,2,214,3,1,0,0,sales,low,1
BARNETTE,0.98,0.99,5,141,3,0,0,0,sales,low,1
MARTEL,1,0.81,5,243,3,0,0,0,sales,low,1
HARGIS,0.7,0.55,4,159,3,0,0,0,sales,low,1
MERRICK,0.62,0.88,5,146,3,0,0,0,sales,low,1
KELSO,0.67,0.72,4,159,2,0,0,0,sales,low,1
FULLERTON,0.86,0.96,4,196,3,0,0,0,sales,low,1
FRIES,0.44,0.57,5,183,2,1,0,0,sales,low,1
DOUCETTE,0.19,0.86,4,192,4,0,0,0,sales,low,1
PREWITT,0.76,0.83,4,246,2,0,0,0,sales,low,1
CLOUSE,0.89,0.93,5,191,4,0,0,0,sales,low,1
HAWKS,0.25,0.97,3,158,3,0,0,0,sales,low,1
KEATON,0.68,1,4,167,2,0,0,0,sales,low,1
WORTHY,0.38,0.5,2,187,2,1,0,0,sales,medium,2
ZOOK,0.64,0.95,4,199,4,0,0,0,accounting,medium,2
MONTEZ,0.76,0.62,4,157,3,0,0,0,accounting,medium,2
POORE,0.26,0.45,2,157,3,0,0,0,accounting,medium,2
AUTRY,0.69,0.67,3,178,2,0,0,0,hr,medium,2
LEMAY,0.98,0.66,3,154,2,0,0,0,hr,medium,2
SHIFFLETT,0.86,0.83,5,208,2,1,0,0,hr,medium,2
FORSYTH,0.14,0.68,4,273,5,1,0,0,hr,medium,2
BRISENO,0.58,0.63,4,159,3,0,0,0,technical,medium,2
PIAZZA,0.63,0.97,4,234,2,0,0,0,technical,medium,2
WELKER,0.7,0.91,5,139,3,1,0,0,technical,medium,2
TENNANT,0.73,0.62,4,210,4,0,0,0,technical,medium,2
HEINZ,0.89,0.52,3,164,3,0,0,0,technical,high,3
HAGGARD,0.17,0.61,3,241,5,1,0,0,technical,low,1
LEIGHTON,0.86,0.73,5,259,2,0,0,0,technical,medium,2
BRITTAIN,0.59,0.73,3,159,3,1,0,0,technical,medium,2
BEGLEY,0.22,0.51,4,131,2,0,0,0,technical,medium,2
FLANDERS,0.55,0.57,3,266,2,0,0,0,technical,medium,2
HERMANN,0.74,0.6,3,153,2,0,0,0,technical,low,1
BOTELLO,0.55,0.54,3,253,2,0,0,0,support,low,1
MATHIAS,0.67,0.94,4,141,2,1,0,0,support,low,1
HOFER,0.64,0.8,3,199,3,0,0,0,support,low,1
HUTTO,0.58,0.71,3,205,3,0,0,0,support,low,1
GODOY,0.9,0.6,4,252,3,0,0,0,support,low,1
CAVE,0.89,0.9,4,153,3,0,0,0,support,low,1
PAGANO,0.74,0.37,2,171,4,0,0,0,support,low,1
BOWENS,0.78,0.91,5,150,4,0,0,0,support,low,1
ASBURY,0.97,0.53,4,247,3,0,0,0,support,low,1
WITHROW,0.52,0.92,4,150,2,1,0,0,support,low,1
OLIVO,0.99,0.86,4,206,2,0,0,0,support,low,1
HARBIN,0.76,0.44,4,192,4,1,0,0,technical,low,1
ANDRE,0.69,0.96,5,164,3,0,0,0,technical,low,1
SANDLIN,0.59,0.69,3,186,3,0,0,0,technical,low,1
WERTZ,0.95,0.63,3,249,3,0,0,0,management,low,1
DESIMONE,0.69,0.81,3,214,2,0,0,0,IT,low,1
WHITCOMB,0.76,0.75,4,193,4,0,0,0,IT,low,1
HEINRICH,0.7,0.84,2,114,4,0,0,0,IT,low,1
GREINER,0.87,0.6,2,122,2,0,0,0,IT,low,1
DAYTON,0.44,0.55,3,170,3,1,0,0,IT,low,1
PETRIE,0.54,0.91,3,151,3,0,0,0,product_mng,medium,2
HAIR,0.55,0.75,3,156,3,0,0,0,product_mng,medium,2
KETCHUM,0.81,0.75,5,170,3,1,0,0,product_mng,medium,2
SHANAHAN,0.5,0.55,3,188,2,0,0,0,product_mng,medium,2
HEIL,0.93,0.74,4,201,3,1,0,0,IT,medium,2
COCHRANE,0.64,0.5,6,254,6,0,0,0,RandD,medium,2
BIANCO,0.57,0.78,3,206,4,0,0,0,RandD,medium,2
WEGNER,0.95,0.74,4,216,3,0,0,0,RandD,medium,2
DAGOSTINO,0.86,0.67,5,200,3,0,0,0,RandD,medium,2
COUTURE,0.82,0.58,4,202,2,0,0,0,RandD,medium,2
WINGATE,0.18,0.79,4,217,4,0,0,0,RandD,medium,2
LING,0.58,0.7,5,151,4,0,0,0,marketing,medium,2
ARENAS,0.57,0.56,3,224,2,0,0,0,sales,high,3
KEEL,0.94,0.83,5,148,3,0,0,0,accounting,low,1
CASTEEL,0.2,0.97,6,224,5,1,0,0,support,medium,2
BOOTHE,0.73,0.75,2,243,5,1,0,0,technical,medium,2
DEROSA,0.94,0.8,4,238,3,1,0,0,management,medium,2
RAU,0.99,0.61,3,254,3,0,0,0,marketing,medium,2
HORST,0.22,0.49,4,218,4,0,0,0,marketing,low,1
PALERMO,0.67,0.66,3,237,3,0,0,0,marketing,low,1
MCCORKLE,0.49,0.67,4,185,2,0,0,0,sales,low,1
NALL,0.78,0.95,4,184,3,0,0,0,sales,low,1
ALTAMIRANO,0.15,0.74,2,176,3,1,0,0,sales,low,1
SHUMATE,0.91,0.89,4,260,3,0,0,0,sales,low,1
LIGHTFOOT,0.7,0.78,4,254,4,0,0,0,sales,low,1
CREAMER,0.6,0.95,3,221,3,0,0,0,sales,low,1
ROMEO,0.59,0.57,5,257,2,0,0,0,sales,low,1
COFFIN,0.59,0.93,3,265,3,1,0,0,sales,low,1
HUTCHINGS,0.55,0.64,3,138,3,1,0,0,sales,low,1
JEROME,0.42,0.75,3,163,2,1,0,0,sales,low,1
HUTCHESON,0.57,0.81,3,144,3,0,0,0,sales,low,1
DAMRON,0.72,0.51,3,146,2,1,0,0,sales,low,1
SORRELL,0.83,0.81,3,242,6,0,0,0,sales,low,1
NICKEL,0.89,0.93,4,249,3,0,0,0,sales,low,1
SELLS,0.55,0.59,3,245,3,0,0,0,sales,low,1
PINKERTON,0.53,0.75,4,201,2,0,0,0,sales,low,1
DAO,0.74,0.59,4,177,4,1,0,0,sales,medium,2
MCFARLANE,0.63,0.98,4,160,2,0,0,0,sales,medium,2
DION,0.63,0.4,6,177,2,1,0,0,sales,medium,2
RIDENOUR,0.61,0.97,4,153,3,0,0,0,accounting,medium,2
ATWELL,0.76,0.79,3,197,5,0,0,0,accounting,medium,2
STURGILL,0.67,0.82,4,246,4,0,0,0,accounting,medium,2
SCHOEN,0.51,0.95,4,258,3,0,0,0,hr,medium,2
ARTIN,0.67,0.55,3,137,3,0,0,0,hr,medium,2
NEMETH,0.16,0.94,3,178,4,0,0,0,hr,medium,2
ALMONTE,0.34,0.85,4,123,4,0,0,0,hr,medium,2
PAN,0.58,0.73,5,162,3,1,0,0,technical,medium,2
RICKARD,0.5,0.71,5,210,5,0,0,0,technical,medium,2
WENTWORTH,0.56,0.48,4,197,3,1,0,0,technical,high,3
SAMMONS,0.56,0.98,3,220,3,0,0,0,technical,low,1
SAYRE,0.74,0.71,4,133,2,0,0,0,technical,medium,2
SOUTHERLAND,0.69,0.99,3,198,2,0,0,0,technical,medium,2
PARISI,0.15,0.81,4,160,5,0,0,0,technical,medium,2
AHN,0.58,0.67,2,180,2,0,0,0,technical,medium,2
CARRION,0.8,0.79,3,217,3,0,0,0,technical,low,1
TESTA,0.5,0.57,3,223,3,0,0,0,technical,low,1
SHORTER,0.66,0.92,4,229,2,0,0,0,technical,low,1
COVERT,0.81,0.78,4,159,3,0,0,0,support,low,1
GORHAM,0.14,0.68,5,253,5,0,0,0,support,low,1
ALCANTARA,0.92,0.85,3,235,2,0,0,0,support,low,1
BELTON,0.69,0.91,4,186,3,0,0,0,support,low,1
BANNISTER,0.66,0.99,4,263,2,0,0,0,support,low,1
SHARKEY,0.85,0.39,4,239,4,0,0,0,support,low,1
MCCREARY,0.83,0.69,4,151,2,0,0,0,support,low,1
PANNELL,1,0.49,3,106,4,0,0,0,support,low,1
SCARBROUGH,0.68,0.65,3,183,4,0,0,0,support,low,1
KEELING,0.26,0.97,3,125,2,0,0,0,support,low,1
GAINEY,0.35,0.41,3,157,2,0,0,0,support,low,1
MILL,0.12,0.58,3,241,2,0,0,0,technical,low,1
CAMARENA,0.91,0.93,4,184,3,0,0,0,technical,low,1
ROLLER,0.65,0.67,4,144,3,0,0,0,technical,low,1
HERBST,0.78,0.72,3,255,4,1,0,0,management,low,1
WILD,0.61,0.82,3,261,4,0,0,0,IT,low,1
DELLINGER,0.64,0.51,4,207,2,0,0,0,IT,low,1
MANSON,0.58,0.73,4,205,4,0,0,0,IT,low,1
LOVEJOY,0.63,0.76,4,217,2,1,0,0,IT,medium,2
DUPUIS,0.94,0.6,4,215,2,1,0,0,IT,medium,2
CLEM,0.26,0.81,5,139,4,0,0,0,product_mng,medium,2
RESENDEZ,0.59,0.69,3,146,3,0,0,0,product_mng,medium,2
BURKHARDT,0.78,0.8,4,175,3,0,0,0,product_mng,medium,2
WILLIFORD,0.86,0.64,5,188,3,0,0,0,product_mng,medium,2
MCLENDON,0.79,0.73,5,155,3,0,0,0,IT,medium,2
MCCAFFREY,0.89,0.73,4,171,4,0,0,0,RandD,medium,2
MAZZA,0.34,0.99,4,184,3,0,0,0,RandD,medium,2
SETTLE,0.29,0.77,3,164,6,0,0,0,RandD,medium,2
LUM,0.71,0.89,3,244,4,0,0,0,RandD,medium,2
HEFNER,0.93,0.58,4,222,2,0,0,0,RandD,medium,2
DUPRE,0.94,0.76,4,231,3,1,0,0,RandD,high,3
LOUIE,0.91,0.72,3,213,3,0,0,0,marketing,low,1
GUNTHER,0.71,0.96,4,144,4,0,0,0,sales,medium,2
WEIMER,0.67,0.81,3,221,4,1,0,0,accounting,medium,2
TURNBULL,0.54,0.42,3,138,3,1,0,0,support,medium,2
MANESS,0.89,0.58,3,183,4,0,0,0,technical,medium,2
BRADBURY,0.94,0.91,3,250,3,1,0,0,management,low,1
URENA,0.15,0.89,3,219,6,0,0,0,marketing,low,1
LOR,0.45,0.92,6,164,4,1,0,0,marketing,low,1
SIDES,0.92,0.67,4,161,4,1,0,0,marketing,low,1
WICK,0.63,0.56,4,274,5,1,0,0,sales,low,1
MONACO,0.8,0.66,4,181,3,1,0,0,sales,low,1
GILLEN,0.45,0.72,3,148,2,0,0,0,sales,low,1
IVES,0.72,0.54,3,226,2,1,0,0,sales,low,1
ULMER,0.84,0.36,6,256,5,0,0,0,sales,low,1
BATTAGLIA,0.61,0.51,3,141,2,0,0,0,sales,low,1
SPROUSE,0.63,0.88,3,177,3,0,0,0,sales,low,1
SCHREINER,0.49,0.54,4,173,2,0,0,0,sales,low,1
CACERES,0.68,0.51,2,196,3,0,0,0,sales,low,1
SCOGGINS,0.64,0.85,5,179,2,0,0,0,sales,low,1
TRACEY,0.61,0.64,4,201,3,0,0,0,sales,low,1
AHERN,0.83,0.55,5,247,3,0,0,0,sales,low,1
TERRAZAS,0.94,0.51,5,238,2,0,0,0,sales,low,1
GURLEY,0.27,0.66,3,133,6,0,0,0,sales,low,1
BRACKEN,0.6,0.49,2,194,4,0,0,0,sales,low,1
SOLIZ,0.83,0.69,4,232,2,0,0,0,sales,low,1
MARTINES,0.53,0.75,3,232,3,0,0,0,sales,low,1
ALCARAZ,0.79,0.97,4,204,3,0,0,0,sales,medium,2
WEIDNER,0.96,0.49,4,252,3,1,0,0,sales,medium,2
CRISWELL,0.5,0.56,3,164,3,0,0,0,accounting,medium,2
WILBANKS,0.68,0.81,5,266,2,0,0,0,accounting,medium,2
HENNESSEY,0.24,0.54,4,226,4,1,0,0,accounting,medium,2
PEAK,0.8,0.8,4,252,6,0,0,0,hr,medium,2
MENDES,0.62,0.74,4,155,3,0,0,0,hr,medium,2
RUELAS,1,0.85,3,202,2,0,0,0,hr,medium,2
FUQUA,0.64,0.75,3,214,3,0,0,0,hr,medium,2
CAUDLE,0.51,0.55,4,267,3,0,0,0,technical,medium,2
JEWETT,0.74,0.5,4,265,3,0,0,0,technical,medium,2
CHISM,0.49,0.99,3,221,2,1,0,0,technical,medium,2
VOLPE,0.96,0.83,4,132,6,0,0,0,technical,high,3
NINO,0.59,0.62,4,227,4,1,0,0,technical,low,1
LOGUE,0.84,0.57,4,234,3,0,0,0,technical,medium,2
MCCULLOCH,0.16,0.84,3,238,6,0,0,0,technical,medium,2
KERSEY,0.62,0.75,3,149,2,1,0,0,technical,medium,2
FURR,0.79,0.67,4,152,3,0,0,0,technical,medium,2
SHINN,0.53,0.83,4,249,3,1,0,0,technical,low,1
YAN,0.17,0.48,6,270,5,0,0,0,technical,low,1
RAUSCH,0.57,0.76,3,200,2,0,0,0,support,low,1
STINNETT,0.65,0.82,4,207,2,0,0,0,support,low,1
MOWERY,0.69,0.74,4,266,2,1,0,0,support,low,1
RIVERO,0.3,0.8,6,250,3,0,0,0,support,low,1
WEED,0.99,0.92,3,220,3,0,0,0,support,low,1
GATEWOOD,0.5,0.69,4,177,2,0,0,0,support,low,1
DURAND,0.54,0.96,3,147,2,0,0,0,support,medium,2
BERTRAM,0.69,0.57,4,227,4,0,0,0,support,medium,2
TILTON,0.5,0.85,4,272,2,0,0,0,support,medium,2
MAHAFFEY,0.66,0.73,3,244,3,0,0,0,support,medium,2
NILES,1,0.93,5,182,3,1,0,0,support,medium,2
MCCUE,0.15,0.61,3,146,6,1,0,0,technical,medium,2
VARGO,0.31,0.54,5,259,5,1,0,0,technical,medium,2
HOLCOMBE,0.65,0.49,4,184,4,0,0,0,technical,medium,2
RALPH,0.72,0.69,4,149,2,0,0,0,management,medium,2
SNIPES,0.84,0.85,4,185,3,1,0,0,IT,medium,2
CASTLEBERRY,0.55,0.8,3,254,2,0,0,0,IT,medium,2
WILT,0.6,0.58,4,249,3,0,0,0,IT,medium,2
VANMETER,0.84,0.48,4,269,2,0,0,0,IT,medium,2
NUTTER,0.68,0.87,3,168,3,0,0,0,IT,medium,2
MENDIOLA,0.13,1,6,225,3,0,0,0,product_mng,medium,2
BURCHETT,0.88,0.98,3,160,2,0,0,0,product_mng,medium,2
ENOS,0.64,0.57,5,149,3,1,0,0,product_mng,medium,2
KIRKWOOD,0.19,0.95,5,193,3,0,0,0,product_mng,medium,2
JOBE,0.83,0.88,5,171,3,1,0,0,IT,medium,2
PEDROZA,0.17,0.41,4,232,3,1,0,0,RandD,medium,2
IGLESIAS,0.44,0.74,4,250,6,0,0,0,RandD,medium,2
LEONG,0.52,0.55,4,243,2,0,0,0,RandD,medium,2
CROMER,0.66,0.62,4,250,2,0,0,0,RandD,medium,2
TRICE,0.96,0.55,4,153,3,0,0,0,RandD,medium,2
MAGNUSON,0.19,0.5,5,126,3,1,0,0,RandD,medium,2
EAGLE,0.86,1,3,192,3,0,0,0,marketing,high,3
MONTENEGRO,0.65,0.57,3,137,4,1,0,0,sales,high,3
TROY,0.61,0.97,3,199,3,1,0,0,accounting,high,3
EDMOND,0.53,0.96,3,181,3,1,0,0,support,high,3
CATO,0.14,0.76,5,260,6,0,0,0,technical,high,3
HENDRICK,0.74,1,4,199,4,0,0,0,management,high,3
LEBRON,0.47,0.62,6,171,5,1,0,0,marketing,high,3
LATHROP,0.6,0.56,4,260,3,0,0,0,marketing,high,3
BUDD,0.81,0.58,3,243,4,0,0,0,marketing,high,3
APPEL,0.95,0.59,2,154,4,0,0,0,sales,high,3
KNOWLTON,0.98,0.8,2,201,2,0,0,0,sales,high,3
PULLEY,0.52,0.8,5,234,3,0,0,0,sales,high,3
GINN,1,0.97,3,216,3,1,0,0,sales,low,1
CAMARILLO,0.16,0.74,5,205,4,1,0,0,sales,low,1
BIANCHI,0.19,0.83,3,225,4,0,0,0,sales,low,1
TRUE,0.94,0.87,3,229,3,0,0,0,sales,low,1
GADDY,0.58,0.43,6,132,3,0,0,0,sales,low,1
DOMINGO,0.92,0.69,4,180,3,0,0,0,sales,low,1
KINGSLEY,0.65,0.8,4,164,4,0,0,0,sales,low,1
LOFTUS,0.74,0.74,5,175,3,0,0,0,sales,low,1
DENHAM,0.6,0.53,5,103,2,0,0,0,sales,low,1
SIFUENTES,1,1,5,142,4,0,0,0,sales,low,1
SILER,0.81,0.96,4,212,3,0,0,0,sales,low,1
HARDISON,0.54,0.67,2,129,3,1,0,0,sales,low,1
KWAN,0.18,0.81,5,140,4,0,0,0,sales,low,1
PENDERGRASS,0.82,0.88,4,149,2,0,0,0,sales,low,1
FRASIER,0.9,0.96,2,258,2,0,0,0,sales,low,1
HUTCHENS,0.62,0.62,4,136,2,0,0,0,sales,medium,2
FORT,0.77,0.76,2,216,3,1,0,0,accounting,medium,2
MONTIEL,0.58,0.86,3,151,2,0,0,0,accounting,medium,2
FINCHER,0.27,0.47,5,217,6,0,0,0,accounting,medium,2
MOEN,0.78,0.72,4,219,3,0,0,0,hr,medium,2
GRIFFIS,0.98,0.66,3,150,3,0,0,0,hr,medium,2
EGGERS,0.75,0.5,4,98,4,0,0,0,hr,medium,2
HAUCK,0.74,0.67,5,140,3,0,0,0,hr,medium,2
LISTER,0.9,0.99,3,259,3,1,0,0,technical,medium,2
LUNDBERG,0.73,0.71,5,215,6,1,0,0,technical,medium,2
TANAKA,0.9,0.62,4,258,3,0,0,0,technical,medium,2
CORNISH,0.68,0.91,4,162,3,1,0,0,technical,medium,2
WHITLOW,0.9,0.74,3,260,4,0,0,0,technical,high,3
CHOU,0.64,0.93,5,198,2,0,0,0,technical,high,3
GRIEGO,0.63,0.9,2,242,3,1,0,0,technical,high,3
ROBSON,0.87,0.89,4,219,4,0,0,0,technical,high,3
PROSSER,0.6,0.55,4,204,3,0,0,0,technical,high,3
BALLINGER,0.7,0.74,3,157,3,0,0,0,technical,high,3
FOGARTY,0.15,0.94,5,244,6,0,0,0,technical,high,3
ATCHISON,0.45,0.75,3,122,3,0,0,0,support,high,3
ALLMAN,0.43,0.9,5,282,5,0,0,0,support,low,1
CONAWAY,0.92,0.46,5,195,5,0,0,0,support,low,1
RIDDICK,0.72,0.81,4,134,2,0,0,0,support,low,1
RUPERT,0.94,0.84,3,210,2,0,0,0,support,low,1
PINKSTON,0.74,0.52,3,170,3,0,0,0,support,low,1
KRUG,0.48,0.71,2,140,3,1,0,0,support,low,1
COGGINS,0.84,0.76,5,215,2,1,0,0,support,low,1
NARVAEZ,0.53,0.86,3,150,3,0,0,0,support,low,1
FAIN,0.45,0.88,5,268,3,1,0,0,support,medium,2
EARNEST,0.95,0.67,4,270,4,0,0,0,support,medium,2
RASH,0.95,0.58,3,163,3,0,0,0,technical,medium,2
SHERROD,0.7,0.85,3,188,2,0,0,0,technical,medium,2
OLMSTEAD,0.19,0.93,3,110,4,0,0,0,technical,medium,2
BEELER,0.74,0.91,5,135,3,0,0,0,management,medium,2
SPEARMAN,0.54,0.59,4,228,3,0,0,0,IT,medium,2
ROUSSEAU,0.5,0.69,5,172,2,0,0,0,IT,medium,2
POLAND,0.95,0.72,3,168,5,0,0,0,IT,medium,2
HYLAND,0.69,0.69,5,160,3,0,0,0,IT,medium,2
RHEA,0.24,0.74,5,282,3,0,0,0,IT,medium,2
SON,0.96,0.7,5,184,2,1,0,0,product_mng,medium,2
REDMON,0.61,0.5,4,217,4,1,0,0,product_mng,medium,2
WILKE,0.76,0.53,6,281,3,0,0,0,product_mng,medium,2
VALENTI,0.61,0.64,3,245,2,0,0,0,product_mng,medium,2
PAULINO,0.37,0.48,2,285,5,0,0,0,IT,medium,2
GEYER,0.81,0.9,4,165,3,0,0,0,RandD,medium,2
BLACKWOOD,0.59,0.9,3,146,3,0,0,0,RandD,medium,2
LECLAIR,0.73,0.82,3,133,3,0,0,0,RandD,medium,2
OLGUIN,0.87,0.57,2,181,6,0,0,0,RandD,medium,2
MAESTAS,0.67,0.66,6,152,3,0,0,0,RandD,medium,2
BUCKINGHAM,0.96,0.78,2,284,3,0,0,0,RandD,medium,2
BLYTHE,0.98,0.51,3,157,3,0,0,0,marketing,medium,2
SAMUELSON,0.5,0.58,4,165,2,0,0,0,sales,high,3
BOUNDS,0.49,0.71,3,255,2,1,0,0,accounting,low,1
NAKAMURA,0.13,0.65,4,194,4,0,0,0,support,medium,2
BATTS,0.57,0.68,3,102,6,0,0,0,technical,medium,2
SISCO,0.51,0.94,4,247,2,0,0,0,management,medium,2
MCVAY,0.99,0.69,3,206,2,0,0,0,marketing,medium,2
GALARZA,0.8,0.77,3,171,2,0,0,0,marketing,medium,2
HYNES,0.56,0.39,5,263,4,0,0,0,marketing,medium,2
MERTZ,0.96,0.84,4,272,4,1,0,0,sales,medium,2
TREMBLAY,0.96,0.5,3,158,2,1,0,0,sales,medium,2
OROSCO,0.87,0.53,6,216,6,1,0,0,sales,medium,2
PRENTICE,0.61,0.9,5,113,3,0,0,0,sales,medium,2
WILHITE,0.18,0.6,3,140,4,0,0,0,sales,low,1
SEILER,0.24,0.77,5,178,5,0,0,0,sales,low,1
ARCHIBALD,0.86,0.48,4,153,3,0,0,0,sales,low,1
WOOLDRIDGE,0.25,0.62,6,271,5,0,0,0,sales,low,1
WINFIELD,0.25,0.82,3,269,5,0,0,0,sales,low,1
ODEN,0.63,0.55,3,160,3,0,0,0,sales,low,1
ZELAYA,0.89,0.68,4,258,2,1,0,0,sales,low,1
CHESTNUT,0.87,0.82,4,251,3,0,0,0,sales,high,3
MCCALLISTER,0.87,0.78,3,170,2,0,0,0,sales,low,1
GUARDADO,0.71,0.99,4,238,4,1,0,0,sales,high,3
CANTY,0.98,0.87,4,152,2,0,0,0,sales,high,3
GRASSO,0.16,0.51,3,262,6,0,0,0,sales,low,1
COLLETT,0.83,0.68,4,273,2,0,0,0,sales,low,1
HYLTON,0.65,0.77,3,233,2,0,0,0,sales,high,3
EASTERLING,0.95,0.64,3,262,3,0,0,0,sales,low,1
TREADWAY,0.67,0.67,3,183,3,0,0,0,accounting,medium,2
DEANGELIS,0.53,0.88,3,150,3,1,0,0,accounting,high,3
FERRARI,0.74,0.94,3,132,3,0,0,0,accounting,medium,2
